Date,Open,High,Low,Close,Adj Close,Volume
2013-02-01,11.410000,12.420000,10.980000,11.230000,9.328085,3261268700
2013-03-01,11.130000,12.940000,11.020000,12.180000,10.126290,3198847600
2013-04-01,12.150000,12.540000,11.230000,12.310000,10.234373,2917832000
2013-05-01,12.200000,13.990000,12.050000,13.660000,11.356746,2929147100
2013-06-01,13.690000,13.730000,12.130000,12.860000,10.691634,2590843100
2013-07-01,12.950000,15.030000,12.730000,14.600000,12.147341,2461055900
2013-08-01,14.850000,14.970000,13.980000,14.120000,11.747978,1933732700
2013-09-01,14.300000,14.830000,13.600000,13.800000,11.481735,1715010800
2013-10-01,13.850000,14.720000,13.680000,13.970000,11.631338,2047949700
2013-11-01,14.000000,15.980000,13.800000,15.820000,13.171635,2059558200
2013-12-01,15.840000,15.970000,15.060000,15.570000,12.963488,1661429900
2014-01-01,15.690000,17.420000,15.680000,16.750000,13.954929,2581396100
2014-02-01,16.770000,16.920000,16.129999,16.530001,13.771641,2055235400
2014-03-01,16.299999,18.030001,16.190001,17.200001,14.329834,2337288800
2014-04-01,17.280001,17.400000,14.860000,15.140000,12.621133,2245029800
2014-05-01,15.140000,15.310000,14.370000,15.140000,12.621133,1462446400
2014-06-01,15.160000,15.940000,15.050000,15.370000,12.812868,1256220000
2014-07-01,15.380000,16.230000,15.130000,15.250000,12.721013,1499782500
2014-08-01,15.180000,16.459999,14.840000,16.090000,13.421709,1445234500
2014-09-01,16.139999,17.200001,15.900000,17.049999,14.222507,1789337700
2014-10-01,17.070000,17.410000,15.430000,17.160000,14.358392,2208123000
2014-11-01,17.180000,17.459999,16.830000,17.040001,14.257985,942013300
2014-12-01,16.920000,18.209999,16.590000,17.889999,14.969211,1712060700
2015-01-01,17.990000,18.030001,14.970000,15.150000,12.713618,2211366600
2015-02-01,15.270000,16.790001,15.120000,15.810000,13.267480,1910757200
2015-03-01,15.790000,16.620001,15.260000,15.390000,12.915021,1855236900
2015-04-01,15.420000,16.049999,15.250000,15.930000,13.409982,1464221900
2015-05-01,16.000000,16.850000,15.920000,16.500000,13.889812,1403264600
2015-06-01,16.580000,17.719999,16.469999,17.020000,14.327552,1659993000
2015-07-01,17.250000,18.480000,16.219999,17.879999,15.096652,1904433600
2015-08-01,17.910000,18.070000,14.600000,16.340000,13.796381,2028674500
2015-09-01,15.950000,16.480000,15.250000,15.580000,13.154687,1777912500
2015-10-01,15.520000,17.440001,14.630000,16.780001,14.213502,1848594500
2015-11-01,16.900000,18.090000,16.870001,17.430000,14.764082,1439390500
2015-12-01,17.520000,17.889999,16.500000,16.830000,14.255851,1771496200
2016-01-01,16.450001,16.590000,12.940000,14.140000,12.011012,2648604300
2016-02-01,14.050000,14.090000,10.990000,12.520000,10.634927,3571160300
2016-03-01,12.640000,14.030000,12.620000,13.520000,11.484357,2415683100
2016-04-01,13.470000,15.300000,12.750000,14.560000,12.414833,2023974200
2016-05-01,14.580000,15.150000,13.800000,14.790000,12.610947,1742193700
2016-06-01,14.600000,14.980000,12.050000,13.270000,11.314892,2285807400
2016-07-01,13.190000,14.700000,12.450000,14.490000,12.397056,1701679800
2016-08-01,14.520000,16.240000,14.090000,16.139999,13.808729,1813474400
2016-09-01,16.150000,16.150000,14.810000,15.650000,13.451821,1825500700
2016-10-01,15.590000,17.100000,15.500000,16.500000,14.182429,1723132300
2016-11-01,16.559999,21.190001,16.280001,21.120001,18.153509,3121614500
2016-12-01,21.420000,23.389999,21.020000,22.100000,19.066341,2442427700
2017-01-01,22.600000,23.549999,22.010000,22.639999,19.532209,1917358300
2017-02-01,22.969999,24.950001,22.450001,24.680000,21.292183,1866619200
2017-03-01,25.370001,25.799999,22.160000,23.590000,20.351809,2336311300
2017-04-01,23.650000,24.350000,22.260000,23.340000,20.197500,1824451100
2017-05-01,23.520000,24.309999,22.090000,22.410000,19.392717,1637101600
2017-06-01,22.480000,24.670000,22.070000,24.260000,21.062586,1768824400
2017-07-01,24.459999,25.110001,23.610001,24.120001,20.941034,1385076400
2017-08-01,24.290001,25.350000,23.120001,23.889999,20.741348,1354317600
2017-09-01,23.900000,25.639999,22.750000,25.340000,22.112774,1481992500
2017-10-01,25.459999,27.980000,25.120001,27.389999,23.901690,1380163100
2017-11-01,27.639999,28.719999,25.809999,28.170000,24.582354,1350989400
2017-12-01,28.250000,30.030001,27.500000,29.520000,25.870197,1494582400
