Date,Open,High,Low,Close,Adj Close,Volume
2013-02-01,39.750000,40.220001,38.535000,39.660000,36.773651,244870000
2013-03-01,39.482498,42.740002,38.919998,42.459999,39.452908,259370400
2013-04-01,42.437500,42.747501,40.317501,42.115002,39.132339,207622800
2013-05-01,41.747501,46.224998,40.900002,44.535000,41.380939,311006400
2013-06-01,44.687500,46.307499,43.919998,45.687500,42.529671,248756800
2013-07-01,45.974998,49.000000,42.747501,44.252499,41.193859,336031200
2013-08-01,45.439999,46.285000,43.052502,43.605000,40.591099,371889200
2013-09-01,44.007500,50.215000,43.762501,47.775002,44.554901,284857200
2013-10-01,47.822498,51.312500,45.027500,49.167500,45.853550,270568400
2013-11-01,49.737499,51.267502,48.750000,50.865002,47.436653,205473600
2013-12-01,51.025002,55.680000,49.857498,55.669998,52.022736,281645600
2014-01-01,55.384998,58.875000,53.777500,53.857498,50.328987,301408000
2014-02-01,54.127499,57.119999,52.845001,56.485001,52.784351,231340800
2014-03-01,55.810001,58.167500,52.630001,53.965000,50.520329,266839600
2014-04-01,54.270000,54.540001,48.709999,50.652500,47.419273,387414000
2014-05-01,51.025002,53.987499,50.750000,53.707500,50.279266,219822800
2014-06-01,53.842499,53.922501,51.827499,52.677502,49.408207,202218800
2014-07-01,52.987499,56.187500,52.752499,52.752499,49.478558,221661200
2014-08-01,52.467499,54.500000,52.052502,53.130001,49.832619,179954800
2014-09-01,53.352501,54.662498,52.279999,53.342499,50.127285,204146800
2014-10-01,53.212502,60.625000,48.797501,60.357498,56.719444,323304000
2014-11-01,60.244999,64.875000,59.750000,64.547501,60.656910,207148400
2014-12-01,64.067497,67.330002,63.087502,65.550003,61.717583,201720000
2015-01-01,65.845001,66.687500,61.292500,63.727501,60.001663,224446400
2015-02-01,64.077499,68.625000,62.424999,67.827499,63.861923,196760400
2015-03-01,69.177498,69.662498,64.752502,65.410004,61.697739,269012100
2015-04-01,65.449997,69.980003,64.349998,66.050003,62.301426,160639300
2015-05-01,65.220001,70.690002,65.150002,68.680000,64.782135,144586800
2015-06-01,69.129997,70.019997,66.690002,67.150002,63.449810,131193300
2015-07-01,67.940002,76.919998,66.529999,75.339996,71.188499,177282000
2015-08-01,75.589996,76.169998,60.000000,71.300003,67.371140,179158500
2015-09-01,69.410004,72.320000,67.029999,69.660004,65.929367,201185100
2015-10-01,70.089996,78.889999,68.360001,77.580002,73.425194,177323100
2015-11-01,75.190002,81.010002,74.529999,79.010002,74.778618,183636600
2015-12-01,79.529999,80.489998,75.519997,77.550003,73.528717,196740000
2016-01-01,76.059998,76.510002,68.760002,74.489998,70.627403,260402300
2016-02-01,74.080002,74.779999,66.120003,72.389999,68.636276,213972400
2016-03-01,72.989998,77.000000,69.580002,76.480003,72.657272,195619100
2016-04-01,76.250000,81.730003,75.800003,77.239998,73.379280,174306800
2016-05-01,77.809998,79.870003,76.220001,78.940002,74.994308,146457000
2016-06-01,78.690002,81.709999,73.250000,74.169998,70.587486,233198700
2016-07-01,74.500000,80.169998,73.830002,78.050003,74.280090,183766400
2016-08-01,78.309998,81.760002,77.730003,80.900002,76.992447,149268200
2016-09-01,81.139999,83.790001,80.970001,82.699997,78.842110,178964600
2016-10-01,82.419998,83.699997,81.110001,82.510002,78.660973,178715000
2016-11-01,82.639999,83.959999,77.279999,77.320000,73.713036,234725300
2016-12-01,77.570000,80.389999,75.169998,78.019997,74.536942,244921300
2017-01-01,78.760002,84.269997,78.489998,82.709999,79.017570,159204500
2017-02-01,82.900002,88.489998,81.570000,87.940002,84.014084,167748600
2017-03-01,88.739998,92.050003,87.849998,88.870003,85.064171,176909000
2017-04-01,89.139999,92.800003,88.129997,91.220001,87.313538,156747400
2017-05-01,91.290001,95.529999,91.139999,95.230003,91.151825,158133400
2017-06-01,95.400002,96.599998,92.800003,93.779999,89.923187,199947700
2017-07-01,94.379997,101.180000,93.190002,99.559998,95.465462,156786000
2017-08-01,100.360001,104.199997,99.430000,103.519997,99.262611,151872300
2017-09-01,104.040001,106.839996,102.260002,105.239998,101.074379,141274000
2017-10-01,105.540001,110.739998,104.900002,109.980003,105.626762,142874100
2017-11-01,110.500000,113.620003,106.900002,112.589996,108.133423,137176700
2017-12-01,112.379997,114.919998,106.599998,114.019997,109.700874,178517500
