Date,Open,High,Low,Close,Adj Close,Volume
2013-02-01,97.239998,106.000000,97.190002,102.599998,91.725197,12666000
2013-03-01,102.330002,104.639999,101.480003,102.639999,91.760971,9150800
2013-04-01,101.879997,116.820000,99.699997,116.300003,105.259941,15394800
2013-05-01,114.269997,130.990005,112.839996,117.550003,106.391289,17928700
2013-06-01,115.580002,123.180000,112.279999,120.660004,109.206062,13879300
2013-07-01,122.389999,131.500000,120.110001,121.900002,110.328354,9083500
2013-08-01,126.250000,134.940002,120.620003,120.790001,109.323715,8360300
2013-09-01,124.000000,132.339996,123.720001,128.029999,115.876442,6721300
2013-10-01,128.029999,132.529999,123.500000,129.419998,118.200974,7704200
2013-11-01,129.509995,130.350006,124.760002,125.050003,114.209801,8001200
2013-12-01,124.820000,125.550003,118.110001,121.919998,111.351135,8815500
2014-01-01,121.599998,121.739998,113.610001,114.760002,104.811806,9045900
2014-02-01,113.970001,118.410004,110.750000,115.300003,105.305000,7753200
2014-03-01,113.839996,115.279999,106.309998,112.900002,103.113052,9660400
2014-04-01,112.949997,113.589996,103.379997,108.419998,100.839981,11322900
2014-05-01,110.019997,113.389999,107.529999,113.110001,105.202095,7703500
2014-06-01,114.120003,119.879997,113.269997,119.660004,111.294151,7452600
2014-07-01,121.430000,122.349998,116.610001,117.989998,109.740913,5568800
2014-08-01,117.709999,119.820000,113.919998,114.320000,106.327492,5419400
2014-09-01,115.940002,119.809998,114.970001,117.529999,109.313065,6340200
2014-10-01,117.940002,121.440002,108.400002,121.349998,114.078293,10715600
2014-11-01,121.300003,123.330002,117.500000,123.129997,115.751633,8026600
2014-12-01,124.660004,129.300003,121.059998,125.480003,117.960815,8056500
2015-01-01,126.230003,132.419998,121.209999,128.850006,121.128876,6699600
2015-02-01,130.100006,138.699997,128.960007,135.369995,127.258171,5867000
2015-03-01,135.250000,145.800003,133.600006,139.889999,131.507309,7387200
2015-04-01,138.330002,142.839996,137.199997,139.020004,132.553024,5451500
2015-05-01,138.750000,142.339996,136.500000,137.889999,131.475601,5461000
2015-06-01,137.800003,137.979996,131.919998,133.750000,127.528183,4898500
2015-07-01,133.720001,136.389999,127.940002,133.460007,127.251686,5849100
2015-08-01,132.440002,133.389999,109.070000,118.379997,112.873161,7952500
2015-09-01,115.580002,123.410004,113.160004,117.279999,111.824333,9865800
2015-10-01,118.489998,126.449997,117.230003,122.620003,118.544403,5929000
2015-11-01,123.180000,125.190002,120.989998,124.419998,120.284569,4932800
2015-12-01,125.750000,127.279999,121.669998,123.040001,118.950439,6942900
2016-01-01,121.519997,122.260002,108.940002,120.029999,116.040489,8493600
2016-02-01,120.000000,120.769997,102.540001,104.099998,100.639961,10593500
2016-03-01,105.300003,110.290001,104.889999,106.320000,102.786171,8307800
2016-04-01,103.470001,107.910004,97.800003,101.699997,100.176903,10854900
2016-05-01,102.519997,104.820000,98.019997,103.410004,101.861305,10442900
2016-06-01,104.239998,110.000000,98.389999,99.989998,98.492516,11610800
2016-07-01,99.580002,112.790001,98.480003,111.599998,109.928642,7845800
2016-08-01,112.120003,121.769997,109.080002,120.629997,118.823402,8964500
2016-09-01,121.589996,122.089996,114.379997,116.059998,114.321846,6822900
2016-10-01,114.489998,117.180000,114.089996,115.660004,115.660004,4080600
2016-11-01,115.760002,118.809998,109.940002,118.529999,118.529999,5322000
2016-12-01,117.690002,123.180000,116.699997,117.199997,117.199997,4193100
2017-01-01,118.169998,121.389999,115.070000,115.750000,115.750000,4125200
2017-02-01,115.839996,116.150002,111.120003,113.150002,113.150002,5082700
2017-03-01,114.820000,114.980003,108.410004,108.620003,108.620003,5181700
2017-04-01,108.620003,110.330002,104.169998,108.139999,108.139999,5865300
2017-05-01,108.290001,110.349998,105.690002,107.540001,107.540001,5179700
2017-06-01,107.839996,109.620003,103.620003,105.019997,105.019997,5811100
2017-07-01,105.800003,113.000000,105.650002,112.839996,112.839996,4520600
2017-08-01,114.120003,114.489998,111.290001,112.980003,112.980003,4247800
2017-09-01,112.739998,121.800003,112.629997,119.169998,119.169998,3710700
2017-10-01,118.830002,124.440002,118.820000,124.000000,124.000000,3447600
2017-11-01,124.290001,128.110001,122.489998,126.339996,126.339996,3176700
2017-12-01,125.400002,128.440002,122.629997,127.169998,127.169998,2681800
