Date,Open,High,Low,Close,Adj Close,Volume
2013-02-01,74.139999,77.019997,73.559998,76.110001,56.716099,177978400
2013-03-01,75.790001,81.589996,75.730003,81.529999,61.241005,193396300
2013-04-01,81.389999,85.889999,80.309998,85.230003,64.020241,218722300
2013-05-01,84.500000,89.989998,83.879997,84.180000,63.231514,220724300
2013-06-01,84.279999,87.820000,82.120003,85.860001,64.978249,210552200
2013-07-01,85.720001,94.419998,85.500000,93.500000,70.760155,200315600
2013-08-01,94.160004,94.400002,85.849998,86.410004,65.394501,204260800
2013-09-01,86.889999,90.720001,86.000000,86.690002,66.100685,158876500
2013-10-01,86.589996,93.449997,85.500000,92.610001,70.614655,173024000
2013-11-01,92.379997,95.989998,92.279999,94.660004,72.177780,131026200
2013-12-01,94.410004,94.790001,89.769997,91.589996,70.324471,151086000
2014-01-01,91.139999,95.379997,88.150002,88.470001,67.928864,192804300
2014-02-01,88.750000,92.989998,86.089996,92.120003,70.731392,162234700
2014-03-01,91.129997,98.599998,90.830002,98.230003,75.965515,181324400
2014-04-01,98.309998,101.980003,96.050003,101.290001,78.331932,180242400
2014-05-01,100.769997,101.540001,98.879997,101.459999,78.463379,124656300
2014-06-01,101.540001,106.000000,101.010002,104.620003,81.471039,123927200
2014-07-01,105.150002,106.739998,100.050003,100.089996,77.943359,148795100
2014-08-01,99.760002,104.419998,98.800003,103.730003,80.777969,120163600
2014-09-01,103.300003,108.769997,103.019997,106.589996,83.566589,130571800
2014-10-01,105.980003,108.180000,95.099998,107.779999,84.499527,232630100
2014-11-01,107.830002,109.489998,106.599998,108.250000,84.868011,125669200
2014-12-01,107.889999,108.989998,102.500000,104.570000,82.516846,175446100
2015-01-01,105.050003,106.500000,100.089996,100.139999,79.021111,195025900
2015-02-01,100.489998,103.330002,97.150002,102.510002,80.891304,191367400
2015-03-01,102.510002,103.410004,98.220001,100.599998,79.939781,177464600
2015-04-01,100.459999,102.139999,98.040001,99.199997,78.827293,171578200
2015-05-01,99.620003,104.480003,98.660004,100.139999,79.574265,143779800
2015-06-01,100.279999,100.839996,97.010002,97.459999,78.009361,170023700
2015-07-01,98.300003,101.360001,96.639999,100.209999,80.210541,151835800
2015-08-01,100.000000,101.000000,81.790001,93.980003,75.223892,194654400
2015-09-01,92.290001,96.190002,89.900002,93.349998,75.291214,202039800
2015-10-01,93.430000,102.120003,91.760002,101.029999,81.485535,191690900
2015-11-01,101.180000,103.000000,99.739998,101.239998,81.654884,126172600
2015-12-01,101.730003,105.489998,100.309998,102.720001,83.459328,162039600
2016-01-01,101.709999,104.750000,94.279999,104.440002,84.856812,211278000
2016-02-01,103.610001,106.919998,99.779999,105.209999,85.482422,201552000
2016-03-01,105.900002,109.559998,105.440002,108.199997,88.548882,172970400
2016-04-01,108.000000,114.190002,107.690002,112.080002,91.724220,158186600
2016-05-01,112.220001,115.000000,111.699997,112.690002,92.223419,141096900
2016-06-01,112.690002,121.410004,112.070000,121.300003,99.978455,167571400
2016-07-01,121.300003,126.070000,120.790001,125.230003,103.217659,131996000
2016-08-01,125.309998,125.900002,118.330002,119.339996,98.362968,138570700
2016-09-01,119.190002,119.970001,117.040001,118.129997,98.015167,130378400
2016-10-01,118.000000,120.199997,112.989998,115.989998,96.239586,140054500
2016-11-01,114.760002,122.500000,111.300003,111.300003,92.348183,171310900
2016-12-01,111.360001,117.300003,109.320000,115.209999,96.252953,138044800
2017-01-01,115.779999,117.000000,110.760002,113.250000,94.615456,143312500
2017-02-01,112.480003,122.879997,112.470001,122.209999,102.101166,133814500
2017-03-01,122.489998,129.000000,122.389999,124.550003,104.744682,166544900
2017-04-01,124.730003,125.809998,120.949997,123.470001,103.836411,106205200
2017-05-01,123.400002,128.800003,122.339996,128.250000,107.856331,112541500
2017-06-01,128.320007,137.000000,128.119995,132.289993,111.991676,145558900
2017-07-01,132.789993,137.080002,129.570007,132.720001,112.355682,107885800
2017-08-01,133.169998,134.970001,130.899994,132.369995,112.059387,107061100
2017-09-01,132.600006,135.789993,129.050003,130.009995,110.761627,116205400
2017-10-01,130.160004,144.350006,130.020004,139.410004,118.769943,123841100
2017-11-01,139.830002,141.869995,136.600006,139.330002,118.701790,93742200
2017-12-01,139.570007,143.800003,138.600006,139.720001,119.762955,114023200
