Date,Open,High,Low,Close,Adj Close,Volume
2013-02-01,38.009998,38.660000,36.279999,37.439999,30.314714,11749000
2013-03-01,37.340000,40.000000,37.139999,38.259998,30.978651,7290500
2013-04-01,37.070000,41.029999,36.369999,39.980000,32.523186,15023100
2013-05-01,39.389999,42.130001,37.570000,37.570000,30.562677,14405800
2013-06-01,37.320000,37.900002,35.150002,37.250000,30.302357,11632100
2013-07-01,37.349998,39.439999,37.000000,37.139999,30.375725,8992300
2013-08-01,37.060001,39.090000,35.860001,35.939999,29.394285,6862700
2013-09-01,37.040001,39.860001,36.320000,38.139999,31.193607,9313700
2013-10-01,38.400002,40.590000,37.709999,39.959999,32.833817,6464900
2013-11-01,39.970001,42.959999,39.090000,42.360001,34.805824,5438200
2013-12-01,42.349998,42.470001,39.810001,41.349998,33.975937,5439600
2014-01-01,41.099998,41.380001,37.369999,37.509998,30.949057,8304700
2014-02-01,37.160000,37.369999,35.419998,36.049999,29.744434,11528900
2014-03-01,36.459999,37.400002,34.240002,35.340000,29.158621,15640700
2014-04-01,35.270000,35.700001,32.419998,33.299999,27.475439,24970900
2014-05-01,33.560001,35.230000,32.680000,35.180000,29.026598,19037900
2014-06-01,35.279999,35.919998,34.459999,34.990002,28.869843,10801500
2014-07-01,35.060001,36.020000,34.650002,34.880001,28.928415,12366300
2014-08-01,34.930000,34.980000,33.549999,34.049999,28.240026,15111800
2014-09-01,33.820000,34.849998,33.680000,34.279999,28.430784,14444600
2014-10-01,34.139999,34.160000,29.299999,32.119999,26.762537,38953400
2014-11-01,32.110001,32.430000,30.250000,30.320000,25.262770,21958600
2014-12-01,30.389999,31.250000,28.830000,29.520000,24.596205,33897100
2015-01-01,29.670000,31.400000,28.610001,30.219999,25.312803,24424100
2015-02-01,31.350000,33.720001,30.910000,33.139999,27.758644,17296100
2015-03-01,33.080002,34.619999,32.599998,32.759998,27.440355,18895900
2015-04-01,32.689999,36.439999,32.419998,33.529999,28.218464,17554600
2015-05-01,34.099998,35.400002,33.599998,34.220001,28.799160,16429800
2015-06-01,34.340000,34.610001,32.000000,32.400002,27.267469,11551700
2015-07-01,32.070000,34.419998,30.889999,33.959999,28.580345,11631900
2015-08-01,34.799999,35.990002,29.000000,31.480000,26.493210,17805100
2015-09-01,30.230000,32.310001,29.280001,29.900000,25.163496,9779700
2015-10-01,30.000000,33.869999,29.750000,33.130001,28.027905,10127900
2015-11-01,33.029999,33.470001,32.020000,32.680000,27.647200,9309300
2015-12-01,33.180000,33.419998,31.180000,31.930000,27.012707,10744900
2016-01-01,30.860001,31.000000,26.410000,27.020000,22.858852,17342400
2016-02-01,27.620001,27.930000,24.559999,25.709999,21.750599,15811300
2016-03-01,26.040001,28.260000,25.990000,27.340000,23.129580,12791500
2016-04-01,26.340000,28.740000,25.530001,26.959999,22.962961,15621900
2016-05-01,27.100000,28.260000,26.230000,27.980000,23.831736,19336800
2016-06-01,27.809999,27.809999,24.520000,25.330000,21.574623,20263100
2016-07-01,25.110001,27.360001,24.030001,27.120001,23.274233,17499800
2016-08-01,27.120001,31.059999,27.120001,30.809999,26.440968,14550000
2016-09-01,30.969999,31.180000,28.620001,28.920000,24.818979,16753900
2016-10-01,28.959999,30.500000,28.900000,29.830000,25.750738,14958100
2016-11-01,29.400000,29.799999,27.510000,29.740000,25.673046,13477200
2016-12-01,29.610001,30.660000,29.090000,29.190001,25.198257,13247600
2017-01-01,29.480000,30.969999,29.420000,29.719999,25.818157,14255500
2017-02-01,30.230000,32.169998,29.889999,30.969999,26.904049,18722500
2017-03-01,31.260000,31.440001,30.180000,30.260000,26.287264,11365800
2017-04-01,30.200001,30.209999,28.160000,29.100000,25.436419,15320900
2017-05-01,28.980000,29.170000,27.360001,27.930000,24.413713,20997500
2017-06-01,28.040001,28.730000,27.070000,27.389999,23.941704,16937900
2017-07-01,27.480000,28.129999,27.049999,28.020000,24.492386,10190400
2017-08-01,28.799999,28.950001,27.360001,28.100000,24.562313,11269100
2017-09-01,28.190001,30.040001,27.910000,29.559999,25.838503,7893100
2017-10-01,29.559999,31.150000,29.559999,31.090000,27.175880,9730200
2017-11-01,31.709999,33.750000,31.580000,33.340000,29.142618,18351600
2017-12-01,33.400002,34.450001,33.040001,34.080002,29.789454,8991200
